DATE,SO2,NO2 ,PM10,PM2.5,O3,Pb,CO,AQI,AQI REMARKS,FIELD OBSERVATIONS,Station ID,Station Name
30-06-2017,7.3,12.7,50.3,15.9,<0.5, -,<0.01,50,GOOD, industrial emission& rainfall observed,1,Assanora
05-07-2017,5,10.4,52.5,17.5,<0.5,<0.5,<0.01,53,SATISFACTORY," Industrial emissions, rainfall observed",1,Assanora
07-07-2017,5.9,9.8,55.8,17.8,<0.5,<0.5,<0.01,56,SATISFACTORY," Industrial emissions, rainfall observed",1,Assanora
12-07-2017,6.9,11.6,35,11.1,<0.5,<0.5,<0.01,35,GOOD," Industrial emissions, rainfall observed",1,Assanora
14-07-2017,7.5,10.7,43.9,15.2,<0.5,<0.5,<0.01,44,GOOD," Industrial emissions, rainfall observed",1,Assanora
19-07-2017,8.4,11.7,27.7,9.2,<0.5,<0.5,<0.01,28,GOOD,"Construction work observed, rainfall observed",1,Assanora
21-07-2017,6.2,11.5,38.7,12.7,2.5,<0.5,<0.01,39,GOOD,"Construction work observed, rainfall observed",1,Assanora
26-07-2017,6.6,12,29.3,9.2,<0.5,<0.5,<0.01,29,GOOD,"Construction work observed, rainfall observed",1,Assanora
28-07-2017,5.5,11.8,25.6,8.4,1.9,<0.5,<0.01,26,GOOD,"Construction work observed, rainfall observed",1,Assanora
02-08-2017,5.9,10.4,38.9,12.8,<0.5,<0.5,<0.01,39,GOOD,"Construction work observed, rainfall observed",1,Assanora
04-08-2017,5.7,11.2,33.1,10.8,0.7,<0.5,<0.01,33,GOOD,"Construction work observed, rainfall observed",1,Assanora
09-08-2017,7.7,11,39.9,12.8,<0.5,<0.5,<0.01,40,GOOD,"Construction work observed, rainfall observed",1,Assanora
11-08-2017,6,9.5,36,12.4,<0.5,<0.5,<0.01,36,GOOD,"Construction work observed, rainfall observed",1,Assanora
17-08-2017,7.3,11.3,31.1,10.1,1,<0.5,<0.01,31,GOOD,"Construction work observed, rainfall observed",1,Assanora
19-08-2017,5.4,10.1,39.6,12.5,<0.5,<0.5,<0.01,40,GOOD,"Construction work observed, rainfall observed",1,Assanora
21-08-2017,7.2,11.6,34.5,11.2,0.09,<0.5,<0.5,35,GOOD,"Construction work observed, rainfall observed",1,Assanora
23-08-2017,6.6,11.8,38.2,12.2,<0.5,<0.5,<0.01,38,GOOD,"Construction work observed, rainfall observed",1,Assanora
30-08-2017,6.9,10.5,26,8.2,1,<0.5,<0.01,26,GOOD,"Construction work observed, rainfall observed",1,Assanora
01-09-2017,8.1,11.7,36.4,12.2,0.9,<0.5,<0.01,36,GOOD,No unusual activity:rainfall observed,1,Assanora
06-09-2017,8.4,12,34.3,11.1,<0.5,<0.5,<0.01,34,GOOD,No unusual activity:rainfall observed,1,Assanora
08-09-2017,8.9,12.6,38.1,12,0.8,<0.5,<0.01,38,GOOD, No rainfall observed,1,Assanora
13-09-2017,8.3,10.5,38.3,13.4,<0.5,<0.5,<0.01,38,GOOD,rainfall observed only during early mornings,1,Assanora
15-09-2017,6.9,11.6,38.1,12.2,<0.5,<0.5,<0.01,38,GOOD,No unusual activity:rainfall observed,1,Assanora
20-09-2017,6.3,12.5,24,7.8,0.9,<0.5,<0.01,24,GOOD,No unusual activity:rainfall observed,1,Assanora
22-09-2017,7.5,10.7,24.9,8,<0.5,<0.7,<0.01,25,GOOD,Construction work observed.,1,Assanora
26-09-2017,9,12.3,34.9,11.2,<0.5,<0.5,<0.01,35,GOOD,"No mining ore transport was observed, Construction work observed.rainfall",1,Assanora
28-09-2017,8.5,12.2,32.3,10.3,<0.5,<0.5,<0.01,32,GOOD,"No mining ore transport was observed, Construction work observed.rainfall",1,Assanora
04-10-2017,9.5,11.6,40.2,13.6,0.6,<0.5,<0.01,40,GOOD,"No mining ore transport is observed,  Construction work observed,rainfall observed",1,Assanora
06-10-2017,8.8,12.9,47.2,15.1,0.6,<0.5,<0.01,47,GOOD,"No mining ore transport is observed, , Construction work observed,rainfall observed",1,Assanora
11-10-2017,10.1,13.9,50.7,16.1,<0.5,<0.5,<0.01,51,SATISFACTORY,"No mining ore transport is observed, , Construction work observed,rainfall observed",1,Assanora
13-10-2017,9.4,12.7,47.8,16.3,<0.5,<0.5,<0.01,48,GOOD,"No mining ore transport is observed, Construction work observed,rainfall observed",1,Assanora
17-10-2017,10.9,14,47.9,15.3,<0.5,<0.5,<0.01,48,GOOD,"power failure,No mining ore transport is observed, , Construction work observed",1,Assanora
21-10-2017,10.9,14.1,48.1,15.4,<0.5,<0.5,<0.01,48,GOOD,"No mining ore transport is observed, , Construction work observed",1,Assanora
25-10-2017,11.4,14,48.7,15.4,<0.5,<0.5,<0.01,49,GOOD,"No mining ore transport is observed,  Construction work observed,rainfall observed",1,Assanora
27-10-2017,9.9,13.6,48.4,15.6,0.7,<0.5,<0.01,48,GOOD,No mining ore transport is observed; Construction work observed,1,Assanora
02-11-2017,11.7,14.6,39.7,13.6,0.6,<0.5,<0.01,40,GOOD,"No mining ore transport was observed, , Construction work observed.",1,Assanora
04-11-2017,9.9,12.8,63.3,20.2,0.7,<0.5,<0.01,63,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
08-11-2017,9.7,14.4,49.8,16,<0.5,<0.5,<0.01,50,GOOD,"No mining ore transport was observed, , Construction work observed.",1,Assanora
10-11-2017,9.1,12.6,50,17,0.7,<0.5,<0.01,50,GOOD,"No mining ore transport was observed, , Construction work observed.",1,Assanora
15-11-2017,11.3,13.8,63.6,20.4,<0.5,<0.5,<0.01,64,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
17-11-2017,9,11.7,64.7,20.1,<0.5,<0.5,<0.01,65,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
22-11-2017,11.3,13.9,43.7,13.7,<0.5,<0.5,<0.01,44,GOOD,"No mining ore transport was observed, , Construction work observed.",1,Assanora
24-11-2017,10.1,12.7,72.4,23.2,<0.5,<0.5,<0.01,72,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
28-11-2017,10.4,14.4,64.7,20.4,<0.5,<0.5,<0.01,65,SATISFACTORY, mine ore transport observed;Construction work observed.,1,Assanora
06-12-2017,8.5,12.5,59.1,18.8,0.6,<0.5,0.56,59,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
09-12-2017,8.9,14.9,79,25.2,0.7,<0.5,<0.01,79,SATISFACTORY,"mining ore transport was observed, Construction work observed.",1,Assanora
13-12-2017,9.3,12.1,52.8,17.4,<0.5,<0.5,<0.01,53,SATISFACTORY,"mining ore transport was observed, Construction work observed.",1,Assanora
15-12-2017,7.5,13.4,60.4,21.1,0.7,<0.5,0.75,60,SATISFACTORY, Construction work observed.,1,Assanora
20-12-2017,10.1,15.5,81.7,25.7,<0.5,<0.5,<0.01,82,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
22-12-2017,7.9,13.5,59.2,18.7,<0.5,<0.5,0.62,59,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
27-12-2017,10.1,14,87.6,27.4,<0.5,<0.5,<0.01,88,SATISFACTORY,",No mining ore transport was observed, , Construction work observed.",1,Assanora
30-12-2017,8.4,13.1,75.8,23.9,<0.5,<0.5,0.9,76,SATISFACTORY,"No mining ore transport was observed, , Construction work observed.",1,Assanora
04-01-2018,7.7,14.4,90.2,28.8,<0.5,<0.5,0.98,90,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
06-01-2018,8.2,14.6,94.8,30.9,<0.5,<0.5,<0.01,95,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
10-01-2018,7.2,14.1,90.8,29,0.8,<0.5,<0.01,91,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
12-01-2018,6.5,13.3,85.3,27.4,1,<0.5,0.62,85,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
17-01-2018,9.9,16.9,89,28.3,<0.5,<0.5,<0.01,89,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
19-01-2018,7.8,15.1,72.3,23.4,<0.5,<0.5,0.6,72,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
24-01-2018,7,14.7,60.5,19.7,0.7,<0.5,<0.01,61,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
27-01-2018,6.1,15.4,82.2,26.6,<0.5,<0.5,0.68,82,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
31-01-2018,6.4,14.8,75.2,24.4,0.9,<0.5,0.52,75,SATISFACTORY,CONSTRUCTION ACTIVITY OBSERVED,1,Assanora
02-02-2018,8.3,14,81.7,26.8,<0.5,<0.5,0.7,82,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
07-02-2018,10.2,15.2,75.6,24.9,0.6,<0.5,<0.01,76,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
09-02-2018,10.8,16.7,76.3,24.7,0.6,<0.5,0.7,76,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
14-02-2018,8.4,16.5,86.6,29.6,<0.5,<0.5,0.9,87,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
16-02-2018,8.1,15,72.2,23.1,<0.5,<0.5,<0.01,72,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
21-02-2018,8.9,15.9,72,22.5,0.7,<0.5,0.5,72,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
23-02-2018,11.8,13.8,76.3,24.2,<0.5,<0.5,<0.01,76,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
27-02-2018,9,14.8,87.4,27.7,1.4,1.4,<0.01,87,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
03-03-2018,7.7,14.6,86.9,27.8,0.7,<0.5,0.2,87,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
07-03-2018,8,14.2,85.4,27.6,<0.5,<0.5,<0.01,85,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
09-03-2018,7.3,14.3,69.2,22.6,0.9,<0.5,0.8,69,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
14-03-2018,8.2,13.3,57.1,13.7,1,<0.5,0.7,57,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
16-03-2018,9.9,16.5,40.5,14,0.8,<0.5,<0.01,41,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
21-03-2018,6,13.1,47.6,15.9,-,<0.5,0.9,48,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
23-03-2018,7.1,15.5,49.7,16.1,0.8,<0.5,<0.01,50,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
26-03-2018,7.5,14.8,57.9,18.8,<0.5,<0.5,0.7,58,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
28-03-2018,8.6,15.6,60.6,19.4,1,<0.5,0.5,61,SATISFACTORY,"Construction activity, ,LMV  movement  & no mining ore transportation observed",1,Assanora
05-04-2017,9.5,18.3,57.7,18.6,1,<0.5,<0.01,58,SATISFACTORY,Mine ore transport observed,2,Amona
07-04-2017,10,16.6,75.5,24,<0.5,<0.5,<0.01,76,SATISFACTORY,Mine ore transport observed,2,Amona
12-04-2017,9.8,18.1,81.6,25.7,1.6,<0.5,<0.01,82,SATISFACTORY,Mine ore transport observed,2,Amona
15-04-2017,7.6,15.5,78,24.8,1,<0.5,<0.01,78,SATISFACTORY,Mine ore transport observed,2,Amona
19-04-2017,10,18.6,53.5,16.8,<0.5,<0.5,<0.01,57,SATISFACTORY,Mine ore transport observed,2,Amona
21-04-2017,9.6,18.3,91.3,29.1,2.2,<0.5,<0.01,91,SATISFACTORY,Mine ore transport observed,2,Amona
26-04-2017,9.2,18.4,149.8,45.9,<0.5,<0.5,<0.01,133,MODERATELY POLLUTED,Mine ore transport observed,2,Amona
28-04-2017,9.3,18.9,122.6,40.1,1.7,<0.5,<0.01,155,MODERATELY POLLUTED,Mine ore transport observed,2,Amona
03-05-2017,7.8,12.1,93.8,29.9,0.7,<0.5,<0.01,94,SATISFACTORY,Mine ore transport observed,2,Amona
05-05-2017,8.5,12.3,123.9,39.6,<0.5,<0.5,<0.01,116,MODERATELY POLLUTED,Mine ore transport observed,2,Amona
10-05-2017,7.5,11.2,97.5,43,1.5,<0.5,<0.01,98,SATISFACTORY,Mine ore transport observed,2,Amona
12-05-2017,7.2,12.3,112.1,56.2,1,<0.5,<0.01,108,MODERATELY POLLUTED,Mine ore transport observed,2,Amona
17-05-2017,6.4,12.5,44.5,14.3,<0.5,<0.5,<0.01,57,SATISFACTORY,Mine ore transport observed,2,Amona
20-05-2017,7.7,12.2,54.3,17.3,2.4,<0.5,<0.01,57,SATISFACTORY,Mine ore transport observed,2,Amona
24-05-2017,7.5,11.8,80.9,26.1,<0.5,<0.5,<0.01,81,SATISFACTORY,No Mine ore transport observed,2,Amona
26-05-2017,7.8,12.9,66.9,21.3,1.6,<0.5,<0.01,67,SATISFACTORY,Mine ore transport observed,2,Amona
31-05-2017,8.8,14.4,52,17,1.9,<0.5,<0.01,57,SATISFACTORY,Mine ore transport observed,2,Amona
02-06-2017,4.7,10.5,43.8,14.1,<0.5,<0.5,<0.01,44,GOOD,Mine ore transport observed: ,2,Amona
07-06-2017,6.5,11.6,44.9,14.5,2.9,<0.5,<0.01,45,GOOD,Mine ore transport observed: rainfall observed,2,Amona
09-06-2017,9.5,14.6,42,13.5,1.6,<0.5,<0.01,42,GOOD,Mine ore transport observed: rainfall observed,2,Amona
14-06-2017,5.1,11.2,45.2,14.7,1.1,<0.5,<0.01,45,GOOD,Mine ore transport observed: rainfall observed,2,Amona
16-06-2017,5.1,10.8,40.9,13.2,<0.5,<0.5,<0.01,41,GOOD,Mine ore transport observed: rainfall observed,2,Amona
21-06-2017,6.2,9.7,51.3,16.4,2.3,<0.5,<0.01,51,SATISFACTORY,Mine ore transport observed:,2,Amona
23-06-2017,6.6,10.5,53.6,17.4,<0.5,<0.5,<0.01,54,SATISFACTORY,Mine ore transport observed: rainfall observed,2,Amona
28-06-2017,8,12.5,44.4,14.1,<0.5,<0.5,<0.01,44,GOOD,Mine ore transport observed: rainfall observed,2,Amona
30-06-2017,6,10.1,37.9,12.3,<0.5,<0.5,<0.01,38,GOOD,Mine ore transport observed: rainfall observed,2,Amona
05-07-2017,7.2,10.7,36.2,11.4,2.6,<0.5,<0.01,46,GOOD,No unsual activity,2,Amona
07-07-2017,3.3,12,46.3,14.8,<0.5,<0.5,<0.01,39,GOOD, Mining transportation observed,2,Amona
12-07-2017,7.5,13.1,42.4,13.8,<0.5,<0.5,<0.01,55,SATISFACTORY, Mining transportation observed,2,Amona
14-07-2017,7.3,10.4,25.1,8,2.5,0.5,<0.01,48,GOOD, Mining transportation observed,2,Amona
19-07-2017,7,10.4,27.4,8.7,<0.5,<0.5,<0.01,36,GOOD,No unusual activity; Rainfall observed,2,Amona
21-07-2017,5.3,14.6,30.9,9.7,<0.5,<0.5,<0.01,30,GOOD,No unusual activity; Rainfall observed,2,Amona
26-07-2017,5.4,12,25.4,8.1,<0.5,<0.5,<0.01,37,GOOD,No unusual activity; Rainfall observed,2,Amona
28-07-2017,7.6,14.9,28.7,9.4,<0.5,<0.5,<0.01,35,GOOD,No unusual activity; Rainfall observed,2,Amona
02-08-2017,5.5,10.6,35.3,11.3,1,<0.5,<0.01,35,GOOD,No unusual activity; rainfall observed,2,Amona
04-08-2017,7.3,9.9,28.5,9.2,<0.5,<0.5,<0.01,29,GOOD,No unusual activity; rainfall observed,2,Amona
09-08-2017,6.4,9.4,37.5,12.2,0.9,<0.5,<0.01,38,GOOD,No unusual activity; rainfall observed,2,Amona
11-08-2017,6.5,9,28.7,9.3,1,<0.5,<0.01,29,GOOD,No unusual activity; rainfall observed,2,Amona
17-08-2017,7.8,11.6,38,12.5,<0.5,<0.5,<0.01,38,GOOD,No unusual activity; rainfall observed,2,Amona
19-08-2017,5.8,9.6,46.6,15.1,<0.5,<0.5,<0.01,47,GOOD,No unusual activity; rainfall observed,2,Amona
21-08-2017,5.9,9.8,40.6,13.2,0.7,<0.5,<0.01,41,GOOD,No unusual activity; rainfall observed,2,Amona
23-08-2017,6.7,10.2,45,14.3,<0.5,<0.5,<0.01,45,GOOD,No unusual activity; rainfall observed,2,Amona
30-08-2017,6.8,11.1,31,10.2,0.8,<0.5,<0.01,31,GOOD,No unusual activity; rainfall observed,2,Amona
01-09-2017,6.6,11.7,39.7,12.3,0.6,<0.5,<0.01,40,GOOD,No mine ore transport observed,2,Amona
06-09-2017,7.4,11.6,39.2,12.6,<0.5,<0.5,<0.01,39,GOOD,No mine ore transport observed,2,Amona
08-09-2017,7.9,11,36.1,11.7,0.7,<0.5,<0.01,36,GOOD,No mine ore transport observed,2,Amona
13-09-2017,6.7,11.3,35.6,11.4,<0.5,<0.5,<0.01,36,GOOD,"No mine ore transport observed,rainfall observed ",2,Amona
15-09-2017,7,12.3,29.6,9.6,<0.5,<0.5,<0.01,30,GOOD,"No mine ore transport observed,rainfall observed ",2,Amona
20-09-2017,7.5,12.8,35.2,11.7,<0.5,<0.5,<0.01,35,GOOD,"No mine ore transport observed,rainfall observed ",2,Amona
22-09-2017,7.1,10.8,41.2,13.6,0.6,<0.5,<0.01,41,GOOD,No mine ore transport observed,2,Amona
27-09-2017,7.8,10.7,35.2,11.1,<0.5,<0.5,<0.01,35,GOOD,"No mine ore transport observed,rainfall observed ",2,Amona
29-09-2017,6.2,10.9,31.7,10.2,0.8,<0.5,<0.01,32,GOOD,"No mine ore transport observed,rainfall observed ",2,Amona
04-10-2017,8.3,13.8,51.9,16.5,0.6,<0.5,<0.01,52,SATISFACTORY,"power failure, rainfall observed",2,Amona
06-10-2017,7.8,13.9,48.3,15.5,<0.5,<0.5,<0.01,48,GOOD,"mine ore transport observed, rainfall observed",2,Amona
11-10-2017,11.9,13.4,47.9,15.9,0.8,<0.5,<0.01,48,GOOD,mine ore transport observed,2,Amona
13-10-2017,9.1,11,44,14.2,<0.5,<0.5,<0.01,44,GOOD,"mine ore transport observed, rainfall observed",2,Amona
17-10-2017,9.2,15.1,67.5,21.4,<0.5,<0.5,<0.01,68,SATISFACTORY,"mine ore transport observed,power failure,",2,Amona
21-10-2017,10.5,12.2,50.2,16.2,<0.5,<0.5,<0.01,50,GOOD,No unusual activity;,2,Amona
25-10-2017,7.3,11.6,71.3,23.1,0.7,<0.5,<0.01,71,SATISFACTORY,"mine ore transport observed,power failure,rainfall observed",2,Amona
27-10-2017,10.6,13.6,50.6,16.1,<0.5,<0.5,<0.01,51,SATISFACTORY,"mine ore transport observed, power failure",2,Amona
02-11-2017,10.7,12.5,60.8,19.6,<0.5,<0.5,<0.01,61,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
04-11-2017,9.5,14.1,62.7,20.2,6,<0.5,<0.01,63,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
08-11-2017,9.7,12.6,59.1,19.2,<0.5,<0.5,<0.01,59,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
10-11-2017,9.1,11.8,64.4,21.1,<0.5,<0.5,<0.01,64,SATISFACTORY," Industrial emission  observed ;No mine ore transport observed, rainfall observed",2,Amona
14-11-2017,8.9,14.3,54.8,17.5,<0.5,<0.5,<0.01,55,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
18-11-2017,9.8,10.5,38.7,12.4,0.6,<0.5,<0.01,39,GOOD, Industrial emission  observed ;No mine ore transport observed,2,Amona
22-11-2017,9.2,11.2,72.3,23.1,0.7,<0.5,<0.01,72,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
24-11-2017,7.5,14.5,81.2,25.5,0.6,<0.5,<0.01,81,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
28-11-2017,9.1,14.8,79.4,26.5,<0.5,<0.5,<0.01,79,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
30-11-2017,10.3,11.4,89,28.3,<0.5,<0.5,<0.01,89,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
06-12-2017,9,13.6,56.9,18.2,0.6,<0.5,0.84,57,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
08-12-2017,9.4,11.6,64.8,20.8,0.7,<0.5,<0.01,65,SATISFACTORY, Industrial emission  observed ;power failure ;No mine ore transport observed,2,Amona
13-12-2017,8.4,11.4,54.7,17.7,0.6,<0.5,0.56,55,SATISFACTORY, industrial emission  observed ;No mine ore transport observed,2,Amona
15-12-2017,7.7,12.1,65.4,21.1,<0.5,<0.5,<0.01,65,SATISFACTORY, Industrial emission  observed ;power failure ;No mine ore transport observed,2,Amona
20-12-2017,8.8,12.3,85,27.3,<0.5,<0.5,0.67,85,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
22-12-2017,7,14.1,80.7,26.3,0.6,<0.5,<0.01,81,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
27-12-2017,7.3,12.2,88.1,27.8,<0.5,<0.5,0.23,88,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
29-12-2017,8,13.4,83,26,0.6,<0.5,0.98,83,SATISFACTORY, Industrial emission  observed ;No mine ore transport observed,2,Amona
04-01-2018,8.8,13.1,81.1,26,<0.5,<0.5,0.32,81,SATISFACTORY, Industrial emission  observed ,2,Amona
06-01-2018,9.4,14.6,73.8,23.9,0.6,<0.5,<0.01,74,SATISFACTORY, Industrial emission  observed ,2,Amona
10-01-2018,9.8,14.9,81.5,26.3,<0.5,<0.5,0.46,82,SATISFACTORY, Industrial emission  observed ,2,Amona
12-01-2018,8.4,13.2,86.7,27.9,<0.5,<0.5,<0.01,87,SATISFACTORY, Industrial emission  observed ,2,Amona
17-01-2018,9,11.3,87.5,28.2,<0.5,<0.5,<0.01,88,SATISFACTORY, Industrial emission  observed ,2,Amona
19-01-2018,6.9,15.2,81.3,26.2,<0.5,<0.5,0.65,81,SATISFACTORY, Industrial emission  observed ,2,Amona
24-01-2018,8.6,14.5,55.7,18.3,0.8,<0.5,0.66,56,SATISFACTORY, Industrial emission  observed ,2,Amona
27-01-2018,9.2,14.2,94.3,30.3,<0.5,<0.5,0.86,94,SATISFACTORY,No unusual Activity,2,Amona
31-01-2018,7.2,11.8,79.6,25.9,0.6,<0.5,<0.01,80,SATISFACTORY,No unusual Activity,2,Amona
02-02-2018,7.2,11.83,89.4,29.2,<0.5,<0.5,0.74,89,SATISFACTORY, Industrial emission  observed ,2,Amona
07-02-2018,9,13.75,77.2,25.8,0.707,<0.5,<0.01,77,SATISFACTORY, Industrial emission  observed ,2,Amona
09-02-2018,10.5,13.57,76.7,22.8,<0.5,<0.5,0.86,77,SATISFACTORY, Industrial emission  observed ,2,Amona
14-02-2018,8.7,12.84,86.4,27.5,0.71,<0.5,0.55,86,SATISFACTORY, Industrial emission  observed ,2,Amona
16-02-2018,9.1,15.07,86.6,28.4,<0.5,<0.5,0.69,87,SATISFACTORY,Industrial emission    & LMV movement Observed,2,Amona
21-02-2018,9.8,11.21,86.5,28,<0.5,<0.5,<0.01,87,SATISFACTORY,Industrial emission  observed ,2,Amona
23-02-2018,8.6,13.72,88.3,28.7,<0.5,<0.5,<0.01,88,SATISFACTORY,Industrial emission  observed ,2,Amona
27-02-2018,7.1,12.7828,98.3,31.4,0.859,<0.5,0.87,98,SATISFACTORY,Industrial emission    & LMV movement Observed,2,Amona
